Input Lat,-30.8
Input Lon,152.98
Input Elev,33
Grid Lat,-30.81
Grid Lon,153.007
Grid Elev,0.0
Local Date,Local Time,Temp (C),RH (%),Wind Dir,Wind Speed (km/h),Drought Factor,FFDI,GFDI
29 Aug 2020,05:00,9.4,70.0,246.3,13.0,8.1,2.0,0.0
29 Aug 2020,06:00,9.3,71.4,260.9,14.0,8.1,2.0,0.0
29 Aug 2020,07:00,10.4,68.2,268.8,13.0,8.1,2.0,0.0
29 Aug 2020,08:00,13.8,56.5,269.6,13.0,8.1,3.0,0.0
29 Aug 2020,09:00,16.4,49.8,265.0,12.0,8.1,4.0,0.0
29 Aug 2020,10:00,18.4,45.5,257.6,12.0,8.1,5.0,0.0
29 Aug 2020,11:00,19.6,43.1,253.1,9.0,8.2,6.0,0.0
29 Aug 2020,12:00,20.0,42.6,245.8,4.0,8.2,5.0,0.0
29 Aug 2020,13:00,20.2,42.7,147.3,2.0,8.2,5.0,0.0
29 Aug 2020,14:00,20.1,43.5,94.9,5.0,8.2,5.0,0.0
29 Aug 2020,15:00,19.5,45.8,77.5,7.0,8.2,5.0,0.0
29 Aug 2020,16:00,18.9,48.5,70.7,8.0,8.2,4.0,0.0
29 Aug 2020,17:00,17.6,54.5,70.2,9.0,8.2,4.0,0.0
29 Aug 2020,18:00,15.9,62.3,68.1,10.0,8.2,3.0,0.0
29 Aug 2020,19:00,15.0,67.4,60.8,9.0,8.2,2.0,0.0
29 Aug 2020,20:00,14.4,71.0,46.3,10.0,8.2,2.0,0.0
29 Aug 2020,21:00,14.0,73.3,30.9,10.0,8.2,2.0,0.0
29 Aug 2020,22:00,13.6,74.7,16.2,11.0,8.2,2.0,0.0
29 Aug 2020,23:00,13.3,75.7,7.7,12.0,8.2,2.0,0.0
30 Aug 2020,00:00,13.1,75.2,7.9,13.0,8.2,2.0,0.0
30 Aug 2020,01:00,13.0,74.6,2.9,15.0,8.2,2.0,0.0
30 Aug 2020,02:00,12.9,73.1,358.2,14.0,8.2,2.0,0.0
30 Aug 2020,03:00,12.9,72.1,351.4,14.0,8.2,2.0,0.0
30 Aug 2020,04:00,12.9,70.7,347.0,13.0,8.2,2.0,0.0
30 Aug 2020,05:00,12.9,70.2,345.1,11.0,8.2,2.0,0.0
30 Aug 2020,06:00,12.6,72.1,335.8,11.0,8.2,2.0,0.0
30 Aug 2020,07:00,13.4,69.3,322.6,10.0,8.2,2.0,0.0
30 Aug 2020,08:00,16.1,59.9,313.0,10.0,8.2,3.0,0.0
30 Aug 2020,09:00,18.2,54.2,318.9,10.0,8.2,4.0,0.0
30 Aug 2020,10:00,19.7,50.8,335.1,10.0,8.2,4.0,0.0
30 Aug 2020,11:00,20.9,48.1,353.4,10.0,8.2,5.0,0.0
30 Aug 2020,12:00,21.7,46.4,1.0,10.0,8.2,5.0,0.0
30 Aug 2020,13:00,22.3,45.4,14.2,10.0,8.2,6.0,0.0
30 Aug 2020,14:00,22.1,46.5,25.6,11.0,8.2,6.0,0.0
30 Aug 2020,15:00,21.5,49.2,30.6,15.0,8.2,6.0,0.0
30 Aug 2020,16:00,20.7,53.1,26.2,20.0,8.2,5.0,0.0
30 Aug 2020,17:00,19.3,59.5,24.3,24.0,8.2,4.0,0.0
30 Aug 2020,18:00,17.2,69.2,20.3,27.0,8.2,3.0,0.0
30 Aug 2020,19:00,16.2,74.2,15.2,28.0,8.2,3.0,0.0
30 Aug 2020,20:00,15.4,76.6,7.8,28.0,8.2,2.0,0.0
30 Aug 2020,21:00,14.8,77.5,4.0,26.0,8.2,2.0,0.0
30 Aug 2020,22:00,14.0,78.9,1.7,25.0,8.2,2.0,0.0
30 Aug 2020,23:00,13.5,79.4,2.5,23.0,8.2,2.0,0.0
31 Aug 2020,00:00,13.0,79.8,348.4,16.0,8.2,1.0,0.0
31 Aug 2020,01:00,14.5,70.5,334.3,9.0,8.2,2.0,0.0
31 Aug 2020,02:00,14.1,70.4,330.4,8.0,8.2,2.0,0.0
31 Aug 2020,03:00,14.0,69.5,326.6,7.0,8.2,2.0,0.0
31 Aug 2020,04:00,13.8,69.4,321.7,7.0,8.2,2.0,0.0
31 Aug 2020,05:00,13.9,68.0,315.3,6.0,8.2,2.0,0.0
31 Aug 2020,06:00,13.5,69.8,308.3,6.0,8.2,2.0,0.0
31 Aug 2020,07:00,14.3,67.2,302.5,6.0,8.2,2.0,0.0
31 Aug 2020,08:00,17.4,56.3,299.4,7.0,8.2,3.0,0.0
31 Aug 2020,09:00,20.2,48.5,301.4,8.0,8.2,5.0,0.0
31 Aug 2020,10:00,22.4,43.0,311.0,10.0,8.2,6.0,0.0
31 Aug 2020,11:00,23.4,40.5,330.9,11.0,8.3,7.0,0.0
31 Aug 2020,12:00,24.0,39.1,5.3,13.0,8.3,8.0,0.0
31 Aug 2020,13:00,24.3,38.6,54.9,16.0,8.3,9.0,0.0
31 Aug 2020,14:00,24.1,40.4,98.9,21.0,8.3,10.0,0.0
31 Aug 2020,15:00,23.4,43.9,129.8,26.0,8.3,9.0,0.0
31 Aug 2020,16:00,21.8,49.6,151.7,29.0,8.3,8.0,0.0
31 Aug 2020,17:00,20.4,53.4,165.8,27.0,8.3,6.0,0.0
31 Aug 2020,18:00,18.6,57.7,174.2,23.0,8.3,5.0,0.0
31 Aug 2020,19:00,17.7,59.1,179.7,19.0,8.3,4.0,0.0
31 Aug 2020,20:00,17.0,60.5,184.4,16.0,8.3,3.0,0.0
31 Aug 2020,21:00,16.5,61.6,188.1,14.0,8.3,3.0,0.0
31 Aug 2020,22:00,16.0,63.2,190.2,13.0,8.3,3.0,0.0
31 Aug 2020,23:00,15.7,63.5,190.4,13.0,8.3,3.0,0.0
01 Sep 2020,00:00,15.5,63.5,189.5,12.0,8.3,3.0,0.0
01 Sep 2020,01:00,15.2,64.3,189.0,11.0,8.3,2.0,0.0
01 Sep 2020,02:00,15.0,64.2,190.1,10.0,8.3,2.0,0.0
01 Sep 2020,03:00,15.0,64.2,193.4,10.0,8.3,2.0,0.0
01 Sep 2020,04:00,14.8,65.5,199.6,9.0,8.3,2.0,0.0
01 Sep 2020,05:00,14.6,67.3,208.4,8.0,8.3,2.0,0.0
01 Sep 2020,06:00,14.1,70.4,216.2,7.0,8.3,2.0,0.0
01 Sep 2020,07:00,14.5,69.6,218.6,7.0,8.3,2.0,0.0
01 Sep 2020,08:00,16.1,63.6,212.1,7.0,8.3,2.0,0.0
01 Sep 2020,09:00,17.7,57.9,197.5,7.0,8.3,3.0,0.0
01 Sep 2020,10:00,18.7,54.0,176.4,8.0,8.3,4.0,0.0
01 Sep 2020,11:00,19.4,51.0,151.0,9.0,8.4,4.0,0.0
01 Sep 2020,12:00,19.7,49.1,125.2,11.0,8.4,5.0,0.0
01 Sep 2020,13:00,20.0,46.9,103.3,13.0,8.4,5.0,0.0
01 Sep 2020,14:00,20.1,45.6,88.4,14.0,8.4,6.0,0.0
01 Sep 2020,15:00,19.9,45.9,78.6,16.0,8.4,6.0,0.0
01 Sep 2020,16:00,19.4,47.7,70.8,16.0,8.4,6.0,0.0
01 Sep 2020,17:00,18.8,50.5,62.3,16.0,8.4,5.0,0.0
01 Sep 2020,18:00,17.8,55.2,52.9,14.0,8.4,4.0,0.0
01 Sep 2020,19:00,17.5,57.8,42.9,13.0,8.4,3.0,0.0
01 Sep 2020,20:00,17.1,60.5,32.8,13.0,8.4,3.0,0.0
01 Sep 2020,21:00,17.0,61.7,23.3,12.0,8.4,3.0,0.0
01 Sep 2020,22:00,16.8,62.9,15.2,12.0,8.4,3.0,0.0
01 Sep 2020,23:00,16.6,64.2,9.1,13.0,8.4,3.0,0.0
02 Sep 2020,00:00,16.4,65.0,5.0,13.0,8.4,3.0,0.0
02 Sep 2020,01:00,16.2,65.8,2.2,14.0,8.4,3.0,0.0
02 Sep 2020,02:00,16.0,66.7,0.6,14.0,8.4,3.0,0.0
02 Sep 2020,03:00,16.1,66.7,360.0,15.0,8.4,3.0,0.0
02 Sep 2020,04:00,16.1,66.7,0.2,15.0,8.4,3.0,0.0
02 Sep 2020,05:00,16.1,67.6,1.5,14.0,8.4,2.0,0.0
02 Sep 2020,06:00,15.7,69.8,2.6,14.0,8.4,2.0,0.0
02 Sep 2020,07:00,16.3,67.6,3.3,15.0,8.4,2.0,0.0
02 Sep 2020,08:00,18.3,60.0,3.6,17.0,8.4,4.0,0.0
02 Sep 2020,09:00,20.2,53.7,4.2,19.0,8.4,5.0,0.0
02 Sep 2020,10:00,21.6,49.6,5.7,22.0,8.4,7.0,0.0
02 Sep 2020,11:00,22.5,46.9,8.8,24.0,8.5,8.0,0.0
02 Sep 2020,12:00,23.1,45.3,13.2,27.0,8.5,9.0,0.0
02 Sep 2020,13:00,23.6,44.5,18.5,29.0,8.5,10.0,0.0
02 Sep 2020,14:00,23.6,45.7,24.2,30.0,8.5,10.0,0.0
02 Sep 2020,15:00,23.2,48.4,28.5,31.0,8.5,9.0,0.0
02 Sep 2020,16:00,22.4,52.2,29.6,31.0,8.5,8.0,0.0
02 Sep 2020,17:00,21.4,56.5,26.3,29.0,8.5,6.0,0.0
02 Sep 2020,18:00,20.0,61.6,20.3,27.0,8.5,5.0,0.0
02 Sep 2020,19:00,19.3,63.9,13.6,24.0,8.5,4.0,0.0
02 Sep 2020,20:00,18.6,65.1,8.1,22.0,8.5,4.0,0.0
02 Sep 2020,21:00,18.2,65.0,4.2,21.0,8.5,3.0,0.0
02 Sep 2020,22:00,17.8,64.4,1.4,20.0,8.5,3.0,0.0
02 Sep 2020,23:00,17.4,64.4,359.7,19.0,8.5,3.0,0.0
03 Sep 2020,00:00,17.1,64.3,358.4,18.0,8.5,3.0,0.0
03 Sep 2020,01:00,16.7,65.1,357.0,17.0,8.5,3.0,0.0
03 Sep 2020,02:00,16.5,65.0,355.2,16.0,8.5,3.0,0.0
03 Sep 2020,03:00,16.4,64.6,354.0,15.0,8.5,3.0,0.0
03 Sep 2020,04:00,16.1,64.9,354.9,15.0,8.5,3.0,0.0
03 Sep 2020,05:00,16.3,65.0,358.5,14.0,8.5,3.0,0.0
03 Sep 2020,06:00,16.0,68.0,2.8,14.0,8.5,2.0,0.0
03 Sep 2020,07:00,16.8,66.8,5.2,14.0,8.5,3.0,0.0
03 Sep 2020,08:00,19.3,59.1,4.2,15.0,8.5,4.0,0.0
03 Sep 2020,09:00,21.6,52.6,2.4,17.0,8.5,5.0,0.0
03 Sep 2020,10:00,23.4,47.8,3.7,19.0,8.5,7.0,0.0
03 Sep 2020,11:00,24.4,44.7,10.4,21.0,8.5,8.0,0.0
03 Sep 2020,12:00,25.0,42.3,19.4,22.0,8.5,10.0,0.0
03 Sep 2020,13:00,25.6,40.6,26.5,23.0,8.5,11.0,0.0
03 Sep 2020,14:00,25.7,41.1,28.2,24.0,8.5,11.0,0.0
03 Sep 2020,15:00,25.4,43.0,25.7,25.0,8.5,10.0,0.0
03 Sep 2020,16:00,24.7,46.0,21.5,24.0,8.5,9.0,0.0
03 Sep 2020,17:00,23.2,51.4,17.4,23.0,8.5,7.0,0.0
03 Sep 2020,18:00,21.1,58.7,13.4,20.0,8.5,5.0,0.0
03 Sep 2020,19:00,20.0,61.6,9.1,17.0,8.5,4.0,0.0
03 Sep 2020,20:00,19.0,62.6,4.2,15.0,8.5,3.0,0.0
03 Sep 2020,21:00,18.2,62.9,359.0,14.0,8.5,3.0,0.0
03 Sep 2020,22:00,17.4,63.1,353.4,14.0,8.5,3.0,0.0
03 Sep 2020,23:00,17.0,63.4,347.6,14.0,8.5,3.0,0.0
04 Sep 2020,00:00,16.6,64.2,340.6,14.0,8.5,3.0,0.0
04 Sep 2020,01:00,16.1,65.8,331.4,14.0,8.5,3.0,0.0
04 Sep 2020,02:00,15.7,66.2,319.7,13.0,8.5,2.0,0.0
04 Sep 2020,03:00,15.6,65.7,309.6,12.0,8.5,2.0,0.0
04 Sep 2020,04:00,15.5,65.2,306.0,10.0,8.5,2.0,0.0
04 Sep 2020,05:00,15.6,64.8,312.2,10.0,8.5,2.0,0.0
04 Sep 2020,06:00,15.4,66.5,325.2,9.0,8.5,2.0,0.0
04 Sep 2020,07:00,16.3,63.7,340.4,9.0,8.5,3.0,0.0
04 Sep 2020,08:00,18.9,55.2,353.5,10.0,8.5,4.0,0.0
04 Sep 2020,09:00,21.2,48.2,2.8,11.0,8.5,5.0,0.0
04 Sep 2020,10:00,22.7,44.0,6.7,12.0,8.5,7.0,0.0
04 Sep 2020,11:00,23.4,41.6,4.6,14.0,8.6,8.0,0.0
04 Sep 2020,12:00,23.8,40.1,5.4,16.0,8.6,9.0,0.0
04 Sep 2020,13:00,24.1,38.8,19.8,18.0,8.6,10.0,0.0
04 Sep 2020,14:00,23.9,38.8,53.5,20.0,8.6,10.0,0.0
04 Sep 2020,15:00,23.1,40.7,96.4,22.0,8.6,10.0,0.0
04 Sep 2020,16:00,21.9,43.7,135.2,22.0,8.6,8.0,0.0
04 Sep 2020,17:00,20.0,49.2,157.3,20.0,8.6,6.0,0.0
04 Sep 2020,18:00,17.9,56.0,163.4,18.0,8.6,4.0,0.0
04 Sep 2020,19:00,16.6,60.4,146.9,15.0,8.6,3.0,0.0
04 Sep 2020,20:00,15.4,64.3,92.6,14.0,8.6,3.0,0.0
04 Sep 2020,21:00,14.5,66.8,30.2,14.0,8.6,2.0,0.0
