Input Lat,-30.8
Input Lon,152.98
Input Elev,33
Grid Lat,-30.81
Grid Lon,153.007
Grid Elev,0.0
Local Date,Local Time,Temp (C),RH (%),Wind Dir,Wind Speed (km/h),Drought Factor,FFDI,GFDI
28 Aug 2020,03:00,11.1,76.4,294.0,5.0,8.1,1.0,0.0
28 Aug 2020,04:00,10.3,76.8,285.5,5.0,8.1,1.0,0.0
28 Aug 2020,05:00,10.3,73.6,283.3,5.0,8.1,1.0,0.0
28 Aug 2020,06:00,10.2,71.1,287.6,5.0,8.1,1.0,0.0
28 Aug 2020,07:00,10.4,69.2,297.8,5.0,8.1,1.0,0.0
28 Aug 2020,08:00,13.2,58.7,313.1,6.0,8.1,2.0,0.0
28 Aug 2020,09:00,16.2,49.8,332.1,7.0,8.1,4.0,0.0
28 Aug 2020,10:00,18.9,42.6,353.5,9.0,8.1,6.0,0.0
28 Aug 2020,11:00,21.0,36.9,15.2,12.0,8.2,8.0,0.0
28 Aug 2020,12:00,21.9,33.7,33.8,15.0,8.2,10.0,0.0
28 Aug 2020,13:00,22.2,32.6,45.2,18.0,8.2,11.0,0.0
28 Aug 2020,14:00,22.2,33.6,46.7,19.0,8.2,11.0,0.0
28 Aug 2020,15:00,21.9,35.6,41.4,19.0,8.2,10.0,0.0
28 Aug 2020,16:00,21.0,38.7,33.4,18.0,8.2,8.0,0.0
28 Aug 2020,17:00,19.3,42.1,26.1,16.0,8.2,7.0,0.0
28 Aug 2020,18:00,16.3,49.1,19.4,14.0,8.2,5.0,0.0
28 Aug 2020,19:00,15.1,51.2,12.3,12.0,8.2,4.0,0.0
28 Aug 2020,20:00,14.1,53.9,4.4,11.0,8.2,3.0,0.0
28 Aug 2020,21:00,13.3,57.6,356.8,10.0,8.2,3.0,0.0
